seq_id,description,length,pred_class,bit_score,evalue,query_len,target_len
tr|A0A0K6IGI2|A0A0K6IGI2_9GAMM,tr|A0A0K6IGI2|A0A0K6IGI2_9GAMM Carbonic anhydrase OS=Marinomonas fungiae OX=1137284 GN=Ga0061065_10123 PE=3 SV=1,211,8ca.alpha.45,21.4,5.9e-08,211.0,349.0
tr|A0A0K6ITS2|A0A0K6ITS2_9PROT,tr|A0A0K6ITS2|A0A0K6ITS2_9PROT Carbonic anhydrase OS=Tepidiphilus thermophilus OX=876478 GN=Ga0061068_103171 PE=3 SV=1,202,8ca.alpha.45,17.2,1.2e-06,202.0,349.0
tr|A0A0K6IWV4|A0A0K6IWV4_9PROT,tr|A0A0K6IWV4|A0A0K6IWV4_9PROT carbonic anhydrase OS=Tepidiphilus thermophilus OX=876478 GN=Ga0061068_10872 PE=3 SV=1,292,8ca.beta.45,224.3,1.6e-69,292.0,381.0
tr|A0A0K6IWZ5|A0A0K6IWZ5_9PROT,tr|A0A0K6IWZ5|A0A0K6IWZ5_9PROT carbonic anhydrase OS=Tepidiphilus thermophilus OX=876478 GN=Ga0061068_10927 PE=3 SV=1,505,8ca.beta.45,86.2,1.4e-27,505.0,381.0
tr|A0A0K6S8U5|A0A0K6S8U5_9ALVE,tr|A0A0K6S8U5|A0A0K6S8U5_9ALVE carbonic anhydrase OS=Chromera velia CCMP2878 OX=1169474 GN=Cvel_27384.t3.CR1 PE=4 SV=1,503,8ca.beta.45,152.5,1e-47,503.0,381.0
tr|A0A0K6S969|A0A0K6S969_9ALVE,tr|A0A0K6S969|A0A0K6S969_9ALVE carbonic anhydrase OS=Chromera velia CCMP2878 OX=1169474 GN=Cvel_27384.t1 PE=3 SV=1,415,8ca.beta.45,103.4,8.6e-33,415.0,381.0
tr|A0A0K8JBD7|A0A0K8JBD7_9FIRM,tr|A0A0K8JBD7|A0A0K8JBD7_9FIRM carbonic anhydrase OS=Propionispora sp. 2/2-37 OX=1677858 GN=P22_0970 PE=3 SV=1,189,8ca.alpha.45,204.2,1.6e-63,189.0,349.0
tr|A0A0K8LTY5|A0A0K8LTY5_PSESF,tr|A0A0K8LTY5|A0A0K8LTY5_PSESF Carbonic anhydrase OS=Pseudomonas syringae pv. actinidiae OX=103796 GN=CT122_25615 PE=3 SV=1,212,8ca.alpha.45,17.6,8.2e-07,212.0,349.0
tr|A0A0K8MDX6|A0A0K8MDX6_9PROT,tr|A0A0K8MDX6|A0A0K8MDX6_9PROT Carbonic anhydrase OS=Caedimonas varicaedens OX=1629334 GN=can PE=3 SV=1,218,8ca.alpha.45,16.3,2.1e-06,218.0,349.0
tr|A0A0K8MF09|A0A0K8MF09_9LACO,tr|A0A0K8MF09|A0A0K8MF09_9LACO carbonic anhydrase OS=Fructobacillus ficulneus OX=157463 GN=cah PE=3 SV=1,217,8ca.beta.45,73.1,1.4000000000000002e-23,217.0,381.0
tr|A0A0K8NZL0|A0A0K8NZL0_PISS1,tr|A0A0K8NZL0|A0A0K8NZL0_PISS1 Carbonic anhydrase OS=Piscinibacter sakaiensis OX=1547922 GN=ISF6_1594 PE=3 SV=1,243,8ca.alpha.45,21.2,6.9e-08,243.0,349.0
tr|A0A0K8P3E9|A0A0K8P3E9_PISS1,tr|A0A0K8P3E9|A0A0K8P3E9_PISS1 carbonic anhydrase OS=Piscinibacter sakaiensis OX=1547922 GN=ISF6_2944 PE=3 SV=1,372,8ca.beta.45,260.4,1.7e-80,372.0,381.0
tr|A0A0K8PD04|A0A0K8PD04_STRAJ,tr|A0A0K8PD04|A0A0K8PD04_STRAJ Carbonate dehydratase OS=Streptomyces azureus OX=146537 GN=SAZU_0511 PE=3 SV=1,265,8ca.alpha.45,25.9,2.6e-09,265.0,349.0
tr|A0A0K8PLA4|A0A0K8PLA4_STRAJ,tr|A0A0K8PLA4|A0A0K8PLA4_STRAJ Carbonic anhydrase OS=Streptomyces azureus OX=146537 GN=SAZU_3491 PE=3 SV=1,193,8ca.alpha.45,13.4,1.6e-05,193.0,349.0
tr|A0A0K8PM09|A0A0K8PM09_STRAJ,tr|A0A0K8PM09|A0A0K8PM09_STRAJ carbonic anhydrase OS=Streptomyces azureus OX=146537 GN=SAZU_3771 PE=3 SV=1,183,8ca.alpha.45,70.5,7.1e-23,183.0,349.0
tr|A0A0K8PM75|A0A0K8PM75_STRAJ,tr|A0A0K8PM75|A0A0K8PM75_STRAJ Carbonic anhydrase OS=Streptomyces azureus OX=146537 GN=SAZU_3831 PE=3 SV=1,258,8ca.alpha.45,13.7,1.3e-05,258.0,349.0
tr|A0A0K8PN12|A0A0K8PN12_STRAJ,tr|A0A0K8PN12|A0A0K8PN12_STRAJ Integral membrane transporter OS=Streptomyces azureus OX=146537 GN=SAZU_4120 PE=3 SV=1,789,NO_HIT,,,,
tr|A0A0K8PR21|A0A0K8PR21_STRAJ,tr|A0A0K8PR21|A0A0K8PR21_STRAJ carbonic anhydrase OS=Streptomyces azureus OX=146537 GN=SAZU_5169 PE=3 SV=1,181,8ca.alpha.45,69.8,1.2e-22,181.0,349.0
tr|A0A0K8Q0Q1|A0A0K8Q0Q1_9MICC,tr|A0A0K8Q0Q1|A0A0K8Q0Q1_9MICC carbonic anhydrase OS=Arthrobacter sp. Hiyo6 OX=1588022 GN=AHiyo6_02650 PE=3 SV=1,204,8ca.alpha.45,28.3,4.8e-10,204.0,349.0
tr|A0A0K8Q5T6|A0A0K8Q5T6_9MICC,tr|A0A0K8Q5T6|A0A0K8Q5T6_9MICC carbonic anhydrase OS=Arthrobacter sp. Hiyo6 OX=1588022 GN=AHiyo6_21020 PE=3 SV=1,204,8ca.alpha.45,33.3,1.5e-11,204.0,349.0
tr|A0A0K8QLU7|A0A0K8QLU7_9GAMM,tr|A0A0K8QLU7|A0A0K8QLU7_9GAMM Carbonic anhydrase OS=Mizugakiibacter sediminis OX=1475481 GN=MBSD_1000 PE=3 SV=1,221,8ca.alpha.45,22.5,2.7e-08,221.0,349.0
tr|A0A0K8QVN7|A0A0K8QVN7_9BACT,tr|A0A0K8QVN7|A0A0K8QVN7_9BACT Carbonic anhydrase 2 OS=Bacteroidales bacterium 6E OX=1688776 GN=BA6E_10686 PE=3 SV=1,208,8ca.alpha.45,29.0,2.8e-10,208.0,349.0
tr|A0A0K8RPV8|A0A0K8RPV8_IXORI,tr|A0A0K8RPV8|A0A0K8RPV8_IXORI Carbonic anhydrase (Fragment) OS=Ixodes ricinus OX=34613 PE=2 SV=1,310,8ca.beta.45,137.2,4.6e-43,310.0,381.0
tr|A0A0K8RQ00|A0A0K8RQ00_IXORI,tr|A0A0K8RQ00|A0A0K8RQ00_IXORI carbonic anhydrase (Fragment) OS=Ixodes ricinus OX=34613 PE=2 SV=1,358,8ca.beta.45,142.5,1.1e-44,358.0,381.0
tr|A0A0K8S7V7|A0A0K8S7V7_LYGHE,tr|A0A0K8S7V7|A0A0K8S7V7_LYGHE carbonic anhydrase OS=Lygus hesperus OX=30085 PE=3 SV=1,288,8ca.beta.45,52.2,3e-17,288.0,381.0
tr|A0A0K8S912|A0A0K8S912_LYGHE,tr|A0A0K8S912|A0A0K8S912_LYGHE Carbonic anhydrase (Fragment) OS=Lygus hesperus OX=30085 PE=3 SV=1,356,8ca.beta.45,94.1,5.5000000000000005e-30,356.0,381.0
tr|A0A0K8T8D5|A0A0K8T8D5_LYGHE,tr|A0A0K8T8D5|A0A0K8T8D5_LYGHE carbonic anhydrase OS=Lygus hesperus OX=30085 PE=3 SV=1,324,8ca.beta.45,101.2,3.9e-32,324.0,381.0
tr|A0A0K8TBR6|A0A0K8TBR6_LYGHE,tr|A0A0K8TBR6|A0A0K8TBR6_LYGHE carbonic anhydrase (Fragment) OS=Lygus hesperus OX=30085 PE=3 SV=1,169,8ca.beta.45,84.7,4.1e-27,169.0,381.0
tr|A0A0K8TEQ4|A0A0K8TEQ4_LYGHE,tr|A0A0K8TEQ4|A0A0K8TEQ4_LYGHE Carbonic anhydrase (Fragment) OS=Lygus hesperus OX=30085 PE=3 SV=1,200,8ca.beta.45,42.0,3.7e-14,200.0,381.0
tr|A0A0K8UW30|A0A0K8UW30_BACLA,tr|A0A0K8UW30|A0A0K8UW30_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=CA2 PE=3 SV=1,317,8ca.beta.45,80.3,8.9e-26,317.0,381.0
tr|A0A0K8UZU5|A0A0K8UZU5_BACLA,tr|A0A0K8UZU5|A0A0K8UZU5_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=bca-1_3 PE=3 SV=1,255,8ca.alpha.45,24.1,8.8e-09,255.0,349.0
tr|A0A0K8V010|A0A0K8V010_BACLA,tr|A0A0K8V010|A0A0K8V010_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=cahz_5 PE=3 SV=1,272,8ca.beta.45,133.1,8.1e-42,272.0,381.0
tr|A0A0K8V1X6|A0A0K8V1X6_BACLA,tr|A0A0K8V1X6|A0A0K8V1X6_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=ca2_0 PE=3 SV=1,304,8ca.beta.45,117.9,3.4e-37,304.0,381.0
tr|A0A0K8VFE6|A0A0K8VFE6_BACLA,tr|A0A0K8VFE6|A0A0K8VFE6_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=ca2_2 PE=3 SV=1,301,8ca.beta.45,118.0,3e-37,301.0,381.0
tr|A0A0K8VKM0|A0A0K8VKM0_BACLA,tr|A0A0K8VKM0|A0A0K8VKM0_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=CA7_1 PE=3 SV=1,194,8ca.beta.45,100.1,8.600000000000001e-32,194.0,381.0
tr|A0A0K8VXF9|A0A0K8VXF9_BACLA,tr|A0A0K8VXF9|A0A0K8VXF9_BACLA carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=cahz_0 PE=3 SV=1,349,8ca.beta.45,132.8,1e-41,349.0,381.0
tr|A0A0K8W6N9|A0A0K8W6N9_BACLA,tr|A0A0K8W6N9|A0A0K8W6N9_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=Ca15_2 PE=3 SV=1,305,8ca.beta.45,84.0,6.800000000000001e-27,305.0,381.0
tr|A0A0K8W946|A0A0K8W946_BACLA,tr|A0A0K8W946|A0A0K8W946_BACLA Carbonic anhydrase OS=Bactrocera latifrons OX=174628 GN=bca-1_2 PE=3 SV=1,128,8ca.alpha.45,23.7,1.2e-08,128.0,349.0
tr|A0A0K9F1X7|A0A0K9F1X7_9BACI,tr|A0A0K9F1X7|A0A0K9F1X7_9BACI carbonic anhydrase OS=Lysinibacillus xylanilyticus OX=582475 GN=ACZ11_22700 PE=3 SV=1,187,8ca.alpha.45,166.0,6.4e-52,187.0,349.0
tr|A0A0K9GHP7|A0A0K9GHP7_9BACI,tr|A0A0K9GHP7|A0A0K9GHP7_9BACI carbonic anhydrase OS=Bacillus sp. FJAT-27916 OX=1679169 GN=AC622_17685 PE=3 SV=1,191,8ca.alpha.45,174.3,1.9999999999999998e-54,191.0,349.0
tr|A0A0K9GSL4|A0A0K9GSL4_9BACI,tr|A0A0K9GSL4|A0A0K9GSL4_9BACI carbonic anhydrase OS=Peribacillus loiseleuriae OX=1679170 GN=AC625_09120 PE=3 SV=1,274,8ca.beta.45,286.5,2.0000000000000001e-88,274.0,381.0
tr|A0A0K9GSW0|A0A0K9GSW0_9BACI,tr|A0A0K9GSW0|A0A0K9GSW0_9BACI carbonic anhydrase OS=Peribacillus loiseleuriae OX=1679170 GN=AC625_09675 PE=3 SV=1,187,8ca.alpha.45,178.2,1.2e-55,187.0,349.0
tr|A0A0K9H0G8|A0A0K9H0G8_9BACI,tr|A0A0K9H0G8|A0A0K9H0G8_9BACI carbonic anhydrase OS=Peribacillus loiseleuriae OX=1679170 GN=AC625_13890 PE=3 SV=1,190,8ca.alpha.45,162.9,5.4e-51,190.0,349.0
tr|A0A0K9H2E4|A0A0K9H2E4_9BACI,tr|A0A0K9H2E4|A0A0K9H2E4_9BACI carbonic anhydrase OS=Bacillus sp. FJAT-27231 OX=1679168 GN=AC623_02795 PE=3 SV=1,191,8ca.alpha.45,166.3,5e-52,191.0,349.0
tr|A0A0K9LC46|A0A0K9LC46_HAEIF,tr|A0A0K9LC46|A0A0K9LC46_HAEIF Carbonic anhydrase OS=Haemophilus influenzae OX=727 GN=can PE=3 SV=1,231,8ca.alpha.45,16.2,2.2e-06,231.0,349.0
tr|A0A0K9NSU0|A0A0K9NSU0_ZOSMR,tr|A0A0K9NSU0|A0A0K9NSU0_ZOSMR Carbonic anhydrase OS=Zostera marina OX=29655 GN=ZOSMA_64G00760 PE=3 SV=1,268,8ca.beta.45,147.8,2.7e-46,268.0,381.0
tr|A0A0K9P637|A0A0K9P637_ZOSMR,tr|A0A0K9P637|A0A0K9P637_ZOSMR Carbonic anhydrase OS=Zostera marina OX=29655 GN=ZOSMA_3G01540 PE=3 SV=1,272,8ca.beta.45,171.7,1.4999999999999999e-53,272.0,381.0
tr|A0A0K9P8C1|A0A0K9P8C1_ZOSMR,tr|A0A0K9P8C1|A0A0K9P8C1_ZOSMR Carbonic anhydrase OS=Zostera marina OX=29655 GN=ZOSMA_366G00170 PE=3 SV=1,284,8ca.beta.45,143.4,6e-45,284.0,381.0
tr|A0A0K9PMA7|A0A0K9PMA7_ZOSMR,tr|A0A0K9PMA7|A0A0K9PMA7_ZOSMR Carbonic anhydrase OS=Zostera marina OX=29655 GN=ZOSMA_216G00330 PE=3 SV=1,227,8ca.beta.45,131.2,3e-41,227.0,381.0
tr|A0A0K9PSB3|A0A0K9PSB3_ZOSMR,tr|A0A0K9PSB3|A0A0K9PSB3_ZOSMR Carbonic anhydrase OS=Zostera marina OX=29655 GN=ZOSMA_171G00480 PE=3 SV=1,272,8ca.beta.45,171.5,1.8e-53,272.0,381.0
tr|A0A0K9PWW6|A0A0K9PWW6_ZOSMR,tr|A0A0K9PWW6|A0A0K9PWW6_ZOSMR Carbonic anhydrase OS=Zostera marina OX=29655 GN=ZOSMA_149G00090 PE=3 SV=1,300,8ca.alpha.45,21.6,5.3e-08,300.0,349.0
tr|A0A0K9PXS6|A0A0K9PXS6_ZOSMR,tr|A0A0K9PXS6|A0A0K9PXS6_ZOSMR Carbonic anhydrase OS=Zostera marina OX=29655 GN=ZOSMA_155G00330 PE=3 SV=1,201,8ca.alpha.45,13.1,1.9e-05,201.0,349.0
tr|A0A0K9Q277|A0A0K9Q277_ZOSMR,tr|A0A0K9Q277|A0A0K9Q277_ZOSMR Carbonic anhydrase (Fragment) OS=Zostera marina OX=29655 GN=ZOSMA_1159G00010 PE=3 SV=1,230,8ca.beta.45,148.4,1.8e-46,230.0,381.0
tr|A0A0K9UHE7|A0A0K9UHE7_VIBCL,tr|A0A0K9UHE7|A0A0K9UHE7_VIBCL Carbonic anhydrase OS=Vibrio cholerae 2740-80 OX=412614 GN=VC274080_020677 PE=3 SV=1,222,8ca.alpha.45,18.2,5.4e-07,222.0,349.0
tr|A0A0K9UZ39|A0A0K9UZ39_VIBCL,tr|A0A0K9UZ39|A0A0K9UZ39_VIBCL Carbonic anhydrase OS=Vibrio cholerae 2740-80 OX=412614 GN=VC274080_023007 PE=3 SV=1,239,8ca.beta.45,284.3,9.5e-88,239.0,381.0
tr|A0A0K9X8L2|A0A0K9X8L2_9ACTN,tr|A0A0K9X8L2|A0A0K9X8L2_9ACTN carbonic anhydrase OS=Streptomyces caatingaensis OX=1678637 GN=AC230_27065 PE=3 SV=1,738,8ca.alpha.45,15.2,4.5e-06,738.0,349.0
tr|A0A0K9XG00|A0A0K9XG00_9ACTN,tr|A0A0K9XG00|A0A0K9XG00_9ACTN Carbonic anhydrase OS=Streptomyces caatingaensis OX=1678637 GN=AC230_16275 PE=3 SV=1,205,NO_HIT,,,,
tr|A0A0K9XHI5|A0A0K9XHI5_9ACTN,tr|A0A0K9XHI5|A0A0K9XHI5_9ACTN carbonic anhydrase OS=Streptomyces caatingaensis OX=1678637 GN=AC230_08610 PE=3 SV=1,184,8ca.alpha.45,77.6,4.9e-25,184.0,349.0
tr|A0A0K9XKX8|A0A0K9XKX8_9ACTN,tr|A0A0K9XKX8|A0A0K9XKX8_9ACTN carbonic anhydrase OS=Streptomyces caatingaensis OX=1678637 GN=AC230_05690 PE=3 SV=1,213,8ca.alpha.45,21.1,7.2e-08,213.0,349.0
tr|A0A0K9Y2F1|A0A0K9Y2F1_9FLAO,tr|A0A0K9Y2F1|A0A0K9Y2F1_9FLAO Carbonic anhydrase OS=Chryseobacterium sp. Hurlbut01 OX=1681828 GN=AC804_06040 PE=3 SV=1,227,8ca.alpha.45,23.9,1e-08,227.0,349.0
tr|A0A0K9YR83|A0A0K9YR83_9BACL,tr|A0A0K9YR83|A0A0K9YR83_9BACL carbonic anhydrase OS=Brevibacillus reuszeri OX=54915 GN=ADS79_20420 PE=3 SV=1,192,8ca.alpha.45,168.3,1.2e-52,192.0,349.0
tr|A0A0L0AFV2|A0A0L0AFV2_9ENTR,tr|A0A0L0AFV2|A0A0L0AFV2_9ENTR Carbonic anhydrase OS=Klebsiella sp. RIT-PI-d OX=1681196 GN=AC791_18660 PE=3 SV=1,220,8ca.alpha.45,16.8,1.5e-06,220.0,349.0
tr|A0A0L0AGU2|A0A0L0AGU2_9PSED,tr|A0A0L0AGU2|A0A0L0AGU2_9PSED Carbonic anhydrase OS=Pseudomonas sp. RIT-PI-a OX=1681194 GN=AC788_17305 PE=3 SV=1,212,8ca.alpha.45,17.9,7.1e-07,212.0,349.0
tr|A0A0L0AIH8|A0A0L0AIH8_9ENTR,tr|A0A0L0AIH8|A0A0L0AIH8_9ENTR Carbonic anhydrase OS=Klebsiella sp. RIT-PI-d OX=1681196 GN=AC791_17355 PE=3 SV=1,246,8ca.beta.45,310.7,8.7e-96,246.0,381.0
tr|A0A0L0B4D6|A0A0L0B4D6_9PSED,tr|A0A0L0B4D6|A0A0L0B4D6_9PSED Carbonic anhydrase OS=Pseudomonas sp. RIT-PI-a OX=1681194 GN=AC788_10070 PE=3 SV=1,235,8ca.alpha.45,35.6,2.9e-12,235.0,349.0
tr|A0A0L0BKA6|A0A0L0BKA6_9MICC,tr|A0A0L0BKA6|A0A0L0BKA6_9MICC carbonic anhydrase OS=Arthrobacter sp. RIT-PI-e OX=1681197 GN=AC792_04410 PE=3 SV=1,204,8ca.alpha.45,29.6,1.8e-10,204.0,349.0
tr|A0A0L0BQQ2|A0A0L0BQQ2_LUCCU,tr|A0A0L0BQQ2|A0A0L0BQQ2_LUCCU Carbonic anhydrase OS=Lucilia cuprina OX=7375 GN=FF38_07300 PE=3 SV=1,299,8ca.beta.45,102.8,1.2e-32,299.0,381.0
tr|A0A0L0BXF3|A0A0L0BXF3_LUCCU,tr|A0A0L0BXF3|A0A0L0BXF3_LUCCU carbonic anhydrase OS=Lucilia cuprina OX=7375 GN=FF38_05436 PE=3 SV=1,330,8ca.beta.45,126.6,7.6e-40,330.0,381.0
tr|A0A0L0CE90|A0A0L0CE90_LUCCU,tr|A0A0L0CE90|A0A0L0CE90_LUCCU Carbonic anhydrase OS=Lucilia cuprina OX=7375 GN=FF38_11652 PE=3 SV=1,333,8ca.beta.45,70.4,9.000000000000001e-23,333.0,381.0
tr|A0A0L0CEQ7|A0A0L0CEQ7_LUCCU,tr|A0A0L0CEQ7|A0A0L0CEQ7_LUCCU Carbonic anhydrase OS=Lucilia cuprina OX=7375 GN=FF38_11653 PE=3 SV=1,281,8ca.beta.45,74.8,4.0999999999999994e-24,281.0,381.0
tr|A0A0L0CGV1|A0A0L0CGV1_LUCCU,tr|A0A0L0CGV1|A0A0L0CGV1_LUCCU Carbonic anhydrase (Fragment) OS=Lucilia cuprina OX=7375 GN=FF38_11656 PE=3 SV=1,542,8ca.beta.45,173.8,3.5e-54,542.0,381.0
tr|A0A0L0CIY0|A0A0L0CIY0_LUCCU,tr|A0A0L0CIY0|A0A0L0CIY0_LUCCU Alpha-carbonic anhydrase domain-containing protein OS=Lucilia cuprina OX=7375 GN=FF38_12362 PE=3 SV=1,593,8ca.beta.45,125.3,1.8e-39,593.0,381.0
tr|A0A0L0CNW4|A0A0L0CNW4_LUCCU,tr|A0A0L0CNW4|A0A0L0CNW4_LUCCU Carbonic anhydrase OS=Lucilia cuprina OX=7375 GN=FF38_04548 PE=3 SV=1,305,8ca.beta.45,128.5,2e-40,305.0,381.0
tr|A0A0L0D855|A0A0L0D855_THETB,tr|A0A0L0D855|A0A0L0D855_THETB Carbonic anhydrase OS=Thecamonas trahens ATCC 50062 OX=461836 GN=AMSG_02500 PE=3 SV=1,374,8ca.beta.45,173.8,3.5e-54,374.0,381.0
tr|A0A0L0EKI5|A0A0L0EKI5_9GAMM,tr|A0A0L0EKI5|A0A0L0EKI5_9GAMM Carbonic anhydrase OS=Pseudoalteromonas rubra OX=43658 GN=AC626_25710 PE=3 SV=1,222,8ca.alpha.45,24.0,9.4e-09,222.0,349.0
tr|A0A0L0FNU5|A0A0L0FNU5_9EUKA,tr|A0A0L0FNU5|A0A0L0FNU5_9EUKA Carbonic anhydrase OS=Sphaeroforma arctica JP610 OX=667725 GN=SARC_09894 PE=3 SV=1,344,8ca.beta.45,85.6,2.2000000000000002e-27,344.0,381.0
tr|A0A0L0FV52|A0A0L0FV52_9EUKA,tr|A0A0L0FV52|A0A0L0FV52_9EUKA Carbonic anhydrase OS=Sphaeroforma arctica JP610 OX=667725 GN=SARC_07120 PE=3 SV=1,322,8ca.beta.45,97.4,5.5e-31,322.0,381.0
tr|A0A0L0G5A6|A0A0L0G5A6_9EUKA,tr|A0A0L0G5A6|A0A0L0G5A6_9EUKA Carbonic anhydrase OS=Sphaeroforma arctica JP610 OX=667725 GN=SARC_03682 PE=3 SV=1,307,8ca.alpha.45,20.6,1.1e-07,307.0,349.0
tr|A0A0L0GFY6|A0A0L0GFY6_9ENTR,tr|A0A0L0GFY6|A0A0L0GFY6_9ENTR Carbonic anhydrase OS=Trabulsiella odontotermitis OX=379893 GN=GM31_12080 PE=3 SV=1,220,8ca.alpha.45,16.6,1.7e-06,220.0,349.0
tr|A0A0L0H7J0|A0A0L0H7J0_SPIPD,tr|A0A0L0H7J0|A0A0L0H7J0_SPIPD carbonic anhydrase OS=Spizellomyces punctatus (strain DAOM BR117) OX=645134 GN=SPPG_07866 PE=3 SV=1,374,8ca.alpha.45,12.1,4.1e-05,374.0,349.0
tr|A0A0L0HD36|A0A0L0HD36_SPIPD,tr|A0A0L0HD36|A0A0L0HD36_SPIPD Carbonic anhydrase OS=Spizellomyces punctatus (strain DAOM BR117) OX=645134 GN=SPPG_05997 PE=3 SV=1,254,8ca.alpha.45,20.9,8.1e-08,254.0,349.0
tr|A0A0L0HEZ2|A0A0L0HEZ2_SPIPD,tr|A0A0L0HEZ2|A0A0L0HEZ2_SPIPD carbonic anhydrase OS=Spizellomyces punctatus (strain DAOM BR117) OX=645134 GN=SPPG_04960 PE=3 SV=1,354,8ca.beta.45,135.1,1.9e-42,354.0,381.0
tr|A0A0L0JW16|A0A0L0JW16_9ACTN,tr|A0A0L0JW16|A0A0L0JW16_9ACTN Carbonic anhydrase OS=Streptomyces acidiscabies OX=42234 GN=IQ63_30990 PE=3 SV=1,201,8ca.alpha.45,19.0,3.2e-07,201.0,349.0
tr|A0A0L0K4Q1|A0A0L0K4Q1_9ACTN,tr|A0A0L0K4Q1|A0A0L0K4Q1_9ACTN Carbonic anhydrase OS=Streptomyces acidiscabies OX=42234 GN=IQ63_22835 PE=3 SV=1,228,8ca.alpha.45,25.3,3.8e-09,228.0,349.0
tr|A0A0L0K4X8|A0A0L0K4X8_9ACTN,tr|A0A0L0K4X8|A0A0L0K4X8_9ACTN Carbonic anhydrase OS=Streptomyces acidiscabies OX=42234 GN=IQ63_21530 PE=3 SV=1,193,8ca.alpha.45,11.7,5.3e-05,193.0,349.0
tr|A0A0L0KKB4|A0A0L0KKB4_9ACTN,tr|A0A0L0KKB4|A0A0L0KKB4_9ACTN carbonic anhydrase OS=Streptomyces acidiscabies OX=42234 GN=IQ63_06665 PE=3 SV=1,183,8ca.alpha.45,69.0,2e-22,183.0,349.0
tr|A0A0L0M6N2|A0A0L0M6N2_9BURK,tr|A0A0L0M6N2|A0A0L0M6N2_9BURK carbonic anhydrase OS=Candidatus Burkholderia verschuerenii OX=242163 GN=BVER_05124c PE=3 SV=1,175,NO_HIT,,,,
tr|A0A0L0MC40|A0A0L0MC40_9BURK,tr|A0A0L0MC40|A0A0L0MC40_9BURK Carbonic anhydrase 2 OS=Candidatus Burkholderia verschuerenii OX=242163 GN=BVER_04851c PE=3 SV=1,256,8ca.alpha.45,14.7,6.3e-06,256.0,349.0
tr|A0A0L0MXV6|A0A0L0MXV6_TOLOC,tr|A0A0L0MXV6|A0A0L0MXV6_TOLOC Carbonic anhydrase OS=Tolypocladium ophioglossoides (strain CBS 100239) OX=1163406 GN=TOPH_08734 PE=3 SV=1,163,8ca.alpha.45,94.6,3.4e-30,163.0,349.0
tr|A0A0L0QR47|A0A0L0QR47_VIRPA,tr|A0A0L0QR47|A0A0L0QR47_VIRPA carbonic anhydrase OS=Virgibacillus pantothenticus OX=1473 GN=AFK71_05265 PE=3 SV=1,187,8ca.alpha.45,155.7,8.599999999999999e-49,187.0,349.0
tr|A0A0L0RXK8|A0A0L0RXK8_ALLM3,tr|A0A0L0RXK8|A0A0L0RXK8_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_00999 PE=3 SV=1,220,8ca.alpha.45,13.7,1.3e-05,220.0,349.0
tr|A0A0L0RY40|A0A0L0RY40_ALLM3,tr|A0A0L0RY40|A0A0L0RY40_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_01001 PE=3 SV=1,220,8ca.alpha.45,14.9,5.7e-06,220.0,349.0
tr|A0A0L0S2C0|A0A0L0S2C0_ALLM3,tr|A0A0L0S2C0|A0A0L0S2C0_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_02512 PE=3 SV=1,298,8ca.alpha.45,11.1,7.9e-05,298.0,349.0
tr|A0A0L0S2U8|A0A0L0S2U8_ALLM3,tr|A0A0L0S2U8|A0A0L0S2U8_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_02510 PE=3 SV=1,222,8ca.alpha.45,14.8,6e-06,222.0,349.0
tr|A0A0L0S4S7|A0A0L0S4S7_ALLM3,tr|A0A0L0S4S7|A0A0L0S4S7_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_03148 PE=3 SV=1,516,8ca.alpha.45,13.1,2e-05,516.0,349.0
tr|A0A0L0SEU3|A0A0L0SEU3_ALLM3,tr|A0A0L0SEU3|A0A0L0SEU3_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_06767 PE=3 SV=1,386,8ca.beta.45,142.9,8.3e-45,386.0,381.0
tr|A0A0L0SV11|A0A0L0SV11_ALLM3,tr|A0A0L0SV11|A0A0L0SV11_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_10420 PE=3 SV=1,451,8ca.alpha.45,14.0,1.1e-05,451.0,349.0
tr|A0A0L0TB35|A0A0L0TB35_ALLM3,tr|A0A0L0TB35|A0A0L0TB35_ALLM3 Carbonic anhydrase OS=Allomyces macrogynus (strain ATCC 38327) OX=578462 GN=AMAG_15929 PE=3 SV=1,281,8ca.beta.45,163.6,4.4e-51,281.0,381.0
